"rank","movie","year_released","american_box_office","international_box_office","total_box_office"
8415,"High-Rise",2016,346472,5033599,5380071
8416,"Once Upon a Time in the West",1969,5321508,56917,5378425
8417,"Rejsen til Saturn",2008,0,5377665,5377665
8418,"Sin Rodeos",2018,0,5377201,5377201
8419,"Umi yori mo mada fukaku",2016,272132,5093294,5365426
8420,"La Leyenda del Charro Negro",2018,0,5365299,5365299
8421,"The Show Must Go On",2007,0,5364079,5364079
8422,"A Guy Named Joe",1943,5363000,0,5363000
8423,"Wolves",1999,5361306,0,5361306
8424,"Ba La La Xiao Mo Xian Zhi Mo Jian Gong Zhu",2015,0,5360000,5360000
8425,"Yuvvraaj",2008,565440,4793674,5359114
8426,"The Boy",2015,0,5356447,5356447
8427,"One Night Only",2016,0,5350967,5350967
8428,"Hamlet",2015,0,5350452,5350452
8429,"Rocket Singh: Salesman of the Year",2009,164649,5184118,5348767
8430,"Equilibrium",2002,1190018,4155851,5345869
8431,"Chongtian Huo",2016,78377,5266978,5345355
8432,"Drona",2008,475104,4867185,5342289
8433,"Vollidiot",2007,0,5342096,5342096
8434,"L'Enfant",2006,651941,4689112,5341053
8435,"Wu Dang",2012,0,5340000,5340000
8436,"Den Vyborov",2007,0,5336377,5336377
8437,"La Cordillera",2017,0,5335438,5335438
8438,"Spooks: The Greater Good",2015,0,5328721,5328721
8439,"Il racconto dei racconti",2015,102186,5225313,5327499
8440,"Misseubaek",2018,0,5324020,5324020
8441,"L’étudiante et Monsieur Henri",2015,761,5319528,5320289
8442,"Marley",2012,1413480,3906254,5319734
8443,"Divine Madness!",1980,5318098,0,5318098
8444,"My War",2016,0,5316684,5316684
8445,"Tumhari Sulu",2017,0,5315502,5315502
8446,"Wild Target",2010,109338,5204856,5314194
8447,"The Proposition",2006,1903434,3410174,5313608
8448,"Non ci resta che il crimine",2019,0,5311875,5311875
8449,"Pane e tulipani",2001,5311177,0,5311177
8450,"Hot Pursuit",1987,4215859,1095016,5310875
8451,"The Dresser",1983,5310748,0,5310748
8452,"Dragon Tiger Gate",2006,0,5302904,5302904
8453,"Lost in the Pacific",2016,0,5301862,5301862
8454,"Metalstorm: The Destruction of Jared-Syn",1983,5301085,0,5301085
8455,"Ninas Mal",2007,0,5300000,5300000
8456,"Buddy Buddy",1981,5299037,0,5299037
8457,"Ironclad",2011,0,5297411,5297411
8458,"Charlie Bartlett",2008,3950294,1345615,5295909
8459,"CoeXister",2017,0,5295130,5295130
8460,"Yao",2019,0,5294564,5294564
8461,"Wendy",2017,0,5287776,5287776
8462,"Dhamaal",2007,166339,5117863,5284202
8463,"Michou D'Auber",2007,0,5278633,5278633
8464,"The Runaways",2010,3573673,1704959,5278632
8465,"Once Upon a Forest",1993,5274950,0,5274950
8466,"Ladron que roba a ladron",2007,4011254,1262012,5273266
8467,"San Francisco",1936,2868000,2405000,5273000
8468,"Devil's Pass",2013,0,5272302,5272302
8469,"Hear No Evil",1993,5270563,0,5270563
8470,"Love Letters",1984,5269990,0,5269990
8471,"Persuasion",1995,5269757,0,5269757
8472,"7 rzeczy, których nie wiecie o facetach",2016,0,5267920,5267920
8473,"No",2013,2341226,2924599,5265825
8474,"Anthropoid",2016,2963630,2301076,5264706
8475,"Gardens of Stone",1987,5262047,0,5262047
8476,"The Lost City",2006,2484186,2772653,5256839
8477,"Mr. Nian",2016,0,5256007,5256007
8478,"Shen Tan Jia Dao",2015,0,5252231,5252231
8479,"Hadi Insallah",2014,0,5251993,5251993
8480,"Normandie nue",2018,0,5251314,5251314
8481,"Une famille a louer",2015,0,5249634,5249634
8482,"Sivaji",2007,0,5246967,5246967
8483,"Lady Macbeth",2017,1129408,4115855,5245263
8484,"Indochine",1992,5243537,0,5243537
8485,"The Party",2017,749827,4493508,5243335
8486,"Black and White",2000,5241315,0,5241315
8487,"The Fog of War",2003,4198566,1035349,5233915
8488,"Gully Boy",2019,4216437,1016016,5232453
8489,"Siegfried & Roy: Masters of the Impossible",1999,5231283,0,5231283
8490,"Hollywood Shuffle",1987,5228617,0,5228617
8491,"El Fútbol o yo",2017,0,5220275,5220275
8492,"The In Crowd",2000,5217498,0,5217498
8493,"La Boda de Mi Mejor Amigo",2019,0,5217163,5217163
8494,"Il ragazzo invisibile",2014,0,5216102,5216102
8495,"In God We Tru$t",1980,5215015,0,5215015
8496,"The Crucifixion",2017,0,5214819,5214819
8497,"Le Capital",2012,22400,5186466,5208866
8498,"Balzac et la petite tailleuse chinoise",2005,665260,4543228,5208488
8499,"The Games Maker",2014,0,5205106,5205106
8500,"Formula 51",2002,5204007,0,5204007
8501,"Lovers of Six Years",2008,0,5202035,5202035
8502,"Ngok yan guk",2016,0,5201831,5201831
8503,"Jane Eyre",1996,5200601,0,5200601
8504,"The Yearling",1946,5200000,0,5200000
8505,"Tales of Manhattan",1942,5200000,0,5200000
8506,"Once Upon a Honeymoon",1942,5200000,0,5200000
8507,"The Comedians",1967,5200000,0,5200000
8508,"Kelly's Heroes",1970,5200000,0,5200000
8509,"Clara's Heart",1988,5194491,0,5194491
8510,"52 Pick-Up",1986,5186646,0,5186646
8511,"The Object of Beauty",1991,5186392,0,5186392
8512,"Sales Gosses",2017,0,5184002,5184002
8513,"Momo",2017,0,5181844,5181844
8514,"Born in the Exile: Sandaime J Soul Brothers no …",2016,0,5181032,5181032
8515,"Knock",2017,0,5180023,5180023
8516,"Le gamin au vélo",2012,1389524,3786899,5176423
8517,"Paris, je t'aime",2007,4857374,317714,5175088
8518,"Love, Rosie",2014,20431,5152883,5173314
8519,"Dream a Little Dream",1989,5171429,0,5171429
8520,"S.O.S.: Mulheres ao Mar 2",2015,0,5169793,5169793
8521,"Hitsuji no ki",2018,0,5168006,5168006
8522,"The Aftermath",2019,1565256,3601063,5166319
8523,"Underdog",2019,0,5165131,5165131
8524,"Mal de Pierres",2016,48677,5114004,5162681
8525,"Mein Blind Date mit dem Leben",2017,0,5161756,5161756
8526,"Da Nao Xi You",2018,0,5160000,5160000
8527,"Ba wang bie ji",1993,5158144,0,5158144
8528,"Brillantissime",2018,0,5154515,5154515
8529,"Les Beaux Gosses",2009,0,5152345,5152345
8530,"The House of Mirth",2000,3041803,2107328,5149131
8531,"Miseinen dakedo kodomo janai",2017,0,5146046,5146046
8532,"The Hotel New Hampshire",1984,5142858,0,5142858
8533,"Romantic Comedy",1983,5140538,0,5140538
8534,"Le silence de Lorna",2009,338795,4800000,5138795
8535,"Miles Ahead",2016,2610896,2506202,5117098
8536,"Grind",2003,5111630,0,5111630
8537,"Sugihara Chiune",2015,0,5108217,5108217
8538,"Gekijô-ban Kamen Raidâ Eguzeido: Tourû Endingu",2017,0,5107923,5107923
8539,"Action Point",2018,5059608,44067,5103675
8540,"La conquête",2011,74474,5028609,5103083
8541,"Dangerous Ground",1997,5102151,0,5102151
8542,"Of Mice and Men",1992,5101632,0,5101632
8543,"The Wildest Dream",2010,5100135,0,5100135
8544,"Out of Bounds",1986,5099316,0,5099316
8545,"Sobibor",2018,0,5096609,5096609
8546,"Sunshine",1999,5095981,0,5095981
8547,"A Royal Night Out",2015,228136,4866510,5094646
8548,"Vigilante",1983,5091888,0,5091888
8549,"Miami Rhapsody",1995,5086578,0,5086578
8550,"Selam: Bahara Yolculuk",2015,0,5075451,5075451
8551,"Aram Zam Zam, Ili Vsyo Vklyucheno",2011,0,5070293,5070293
8552,"Black Sheep",2007,82987,4980465,5063452
8553,"Being Flynn",2012,540152,4519704,5059856
8554,"Suburra",2015,0,5055019,5055019
8555,"Kurîpî: Itsuwari no rinjin",2016,0,5052951,5052951
8556,"Mes amis, mes amours",2008,0,5051954,5051954
8557,"Two Mules for Sister Sara",1970,5050000,0,5050000
8558,"Exotica",1994,5046118,0,5046118
8559,"The Beaver",2011,970816,4075222,5046038
8560,"Rien ne va plus",1997,245359,4800000,5045359
8561,"Night Peacook",2016,0,5045207,5045207
8562,"Tôkyô gûru",2017,0,5039008,5039008
8563,"Welcome to the Dollhouse",1996,4198137,836657,5034794
8564,"Hands of Stone",2016,4712792,319183,5031975
8565,"Hei Bai Mi Gong",2017,0,5029820,5029820
8566,"Monty Python and the Holy Grail",1975,3427696,1601252,5028948
8567,"Stop Making Sense",1984,5020659,6820,5027479
8568,"Xuan Zang",2016,0,5023106,5023106
8569,"Airheads",1994,5021868,0,5021868
8570,"American Dreamer",1984,5021751,0,5021751
8571,"Nikita",1991,5017971,0,5017971
8572,"Incident in a Ghostland",2018,0,5016680,5016680
8573,"Savva. Serdtse voyna",2015,0,5015080,5015080
8574,"Seven Brides for Seven Brothers",1954,5000000,13550,5013550
8575,"Radio Dayz",2008,0,5007804,5007804
8576,"Kuru",2018,0,5007430,5007430
8577,"Hibana",2017,0,5005352,5005352
8578,"Tempest",1982,5005245,0,5005245
8579,"Bubble Boy",2001,5002310,0,5002310
8580,"Munna Michael",2017,64949,4937340,5002289
8581,"Flawless",2008,1200234,3800000,5000234
8582,"Destination Moon",1950,5000000,0,5000000
8583,"Darling Lili",1970,5000000,0,5000000
8584,"Pocketful of Miracles",1961,5000000,0,5000000
8585,"The Exterminator",1980,5000000,0,5000000
8586,"The Boys Next Door",1986,5000000,0,5000000
8587,"There's No Business Like Show Business",1954,5000000,0,5000000
8588,"Hard Times",1975,5000000,0,5000000
8589,"The Beast from 20,000 Fathoms",1953,5000000,0,5000000
8590,"Death Hunt",1981,5000000,0,5000000
8591,"Hero and the Terror",1988,5000000,0,5000000
8592,"Monkey Shines",1988,5000000,0,5000000
8593,"Call Me Mister",1951,5000000,0,5000000
8594,"Elvira, Mistress of the Dark",1988,5000000,0,5000000
8595,"Paradise",1982,5000000,0,5000000
8596,"Second Sight",1989,5000000,0,5000000
8597,"The Ballad of Cable Hogue",1970,3500000,1500000,5000000
8598,"Krabat",2008,0,5000000,5000000
8599,"Kochira Katsushika-ku Kamearikoenmae Hashutsujo…",2011,0,4999718,4999718
8600,"The Lover",1992,4899194,100198,4999392
8601,"Hai supîdo!: Free! Starting Days",2015,0,4997409,4997409
8602,"No Small Affair",1984,4994094,0,4994094
8603,"MR 73",2008,0,4993520,4993520
8604,"Top Dog",1995,4992085,0,4992085
8605,"Jiang shan mei ren",2008,0,4991819,4991819
8606,"Invaders from Mars",1986,4884663,100000,4984663
8607,"Fanny och Alexander",1983,4971340,12460,4983800
8608,"Shan he gu ren",2015,82913,4894351,4977264
8609,"Hideous Kinky",1999,1368627,3607472,4976099
8610,"Dolor y gloria",2019,0,4973201,4973201
8611,"Cyprien",2009,0,4972396,4972396
8612,"Take Shelter",2011,1728953,3243063,4972016
8613,"Let it Ride",1989,4971088,0,4971088
8614,"The Mafia, The Salesman",2007,0,4970196,4970196
8615,"Aus dem Nichts",2017,321011,4648110,4969121
8616,"Keurosing",2008,0,4968755,4968755
8617,"L'avenir",2016,388265,4580413,4968678
8618,"Gloria",1999,4167493,800000,4967493
8619,"Bao Xue Jiang Zhi",2017,0,4964366,4964366
8620,"The Handmaid's Tale",1990,4960385,0,4960385
8621,"Carancho",2011,85526,4873834,4959360
8622,"Bing Feng Xia 2",2018,0,4957041,4957041
8623,"Jakob the Liar",1999,4956401,0,4956401
8624,"Thoda Pyaar Thoda Magic",2008,335874,4615005,4950879
8625,"Victoria",2016,0,4948511,4948511
8626,"Quackerz",2016,0,4946941,4946941
8627,"Officer of the Year",2011,0,4946097,4946097
8628,"Desierto",2016,2002036,2938383,4940419
8629,"Before I Wake",2016,0,4937677,4937677
8630,"Robot & Frank",2012,3317468,1616888,4934356
8631,"Hamlet 2",2008,4886216,47888,4934104
8632,"Solo",1996,4932915,0,4932915
8633,"Jeonguk Norae Jarang",2013,0,4930704,4930704
8634,"One Foundation",2007,0,4927651,4927651
8635,"From Justin to Kelly",2003,4922166,0,4922166
8636,"Im Labyrinth des Schweigens",2014,794452,4122863,4917315
8637,"Gukgadaepyo 2",2016,0,4916489,4916489
8638,"Surf Ninjas",1993,4916135,0,4916135
8639,"Breathe",2017,489322,4425037,4914359
8640,"Babo",2008,0,4913889,4913889
8641,"Heaven's Prisoners",1996,4912939,0,4912939
8642,"Half Nelson",2006,2697938,2213787,4911725
8643,"Enron: The Smartest Guys in the Room",2005,4071700,836079,4907779
8644,"A Song to the Sun",2006,0,4907665,4907665
8645,"The Playboys",1992,4906900,0,4906900
8646,"Aaja Nachle",2007,484108,4421482,4905590
8647,"Giniro No Season",2008,0,4904830,4904830
8648,"Harry & Son",1984,4900000,0,4900000
8649,"The Anniversary Party",2001,4013506,884559,4898065
8650,"Ying Xiong Ben Se",2017,0,4898009,4898009
8651,"Insaengeun Areumdawo",2011,0,4894718,4894718
8652,"Go Fast",2008,0,4893014,4893014
8653,"Rainbow Brite and the Star Stealer",1985,4889971,0,4889971
8654,"L'amant double",2017,167093,4721337,4888430
8655,"The Seduction",1982,4888270,0,4888270
8656,"Gekijô-ban Kamen Raidâ Birudo: Bî Za Wan",2018,0,4888000,4888000
8657,"Return to the Wolves",2017,0,4886088,4886088
8658,"High School Musical: El Desafio",2008,0,4884392,4884392
8659,"Eiga: Tôken ranbu",2019,0,4882411,4882411
8660,"Ittefaq",2017,298032,4583473,4881505
8661,"Pretty Cure!: Kiseki no Henshin! Cure Mofurun!",2016,0,4881491,4881491
8662,"Girl 6",1996,4880941,0,4880941
8663,"The Assassination of Richard Nixon",2004,708776,4171367,4880143
8664,"Se son rose",2018,0,4878325,4878325
8665,"Cherry Returns",2016,0,4878197,4878197
8666,"Innocent Blood",1992,4877567,0,4877567
8667,"Avan Ivan",2011,0,4876819,4876819
8668,"Uri: The Surgical Strike",2019,4185663,691137,4876800
8669,"He Knows You're Alone",1980,4875436,0,4875436
8670,"Hilary and Jackie",1998,4874838,0,4874838
8671,"Abzurdah",2015,0,4874541,4874541
8672,"Genghis Khan: To the Ends of the Earth and Sea",2008,3892,4870606,4874498
8673,"Bon Bini Holland",2015,0,4873460,4873460
8674,"T-Guardians",2017,0,4870845,4870845
8675,"Torch Song Trilogy",1988,4865997,0,4865997
8676,"Band of the Hand",1986,4865912,0,4865912
8677,"Galaxina",1980,4865000,0,4865000
8678,"Take This Waltz",2012,1239692,3623640,4863332
8679,"Blindspotting",2018,4333394,529667,4863061
8680,"Rize",2005,3278611,1579120,4857731
8681,"Guten Tag, Ramon",2015,154356,4700000,4854356
8682,"Samson",2018,4719928,127223,4847151
8683,"Rustlers' Rhapsody",1985,4847085,0,4847085
8684,"Balkanskiy rubezh",2019,0,4845665,4845665
8685,"The Corporation",2004,3493516,1350056,4843572
8686,"Ahwak",2015,0,4843164,4843164
8687,"La Croisière",2011,0,4842801,4842801
8688,"Off Beat",1986,4842778,0,4842778
8689,"The Sense of an Ending",2017,1274420,3568197,4842617
8690,"Ma Loute",2016,112481,4727894,4840375
8691,"D.P.A. Detetives Do Prédio Azul - O Filme",2017,0,4836164,4836164
8692,"The Angels’ Share",2013,312339,4523246,4835585
8693,"Sous le même toit",2017,0,4820659,4820659
8694,"Nelyubov",2017,564073,4255436,4819509
8695,"Ostwind - Aris Ankunft",2019,0,4818297,4818297
8696,"90 Minutes in Heaven",2015,4816142,0,4816142
8697,"Bottle Shock",2008,4078607,737283,4815890
8698,"Jia HeWan Shi Jing",2019,0,4815816,4815816
8699,"Angus",1995,4812891,0,4812891
8700,"One Missed Call Final",2006,0,4810002,4810002
8701,"Hedefim Sensin",2018,0,4808639,4808639
8702,"The Girl with all the Gifts",2016,0,4801837,4801837
8703,"The Hunger",1983,4800000,0,4800000
8704,"King David",1985,4800000,0,4800000
8705,"The Honorary Consul",1983,4800000,0,4800000
8706,"The Lonely Guy",1984,4800000,0,4800000
8707,"KEDi",2017,2834262,1963522,4797784
8708,"Tere Naal Love Ho Gaya",2012,177743,4619876,4797619
8709,"Jack the Bear",1993,4796751,0,4796751
8710,"See You in the Morning",1989,4795009,0,4795009
8711,"Roman de Gare",2008,1852764,2941851,4794615
8712,"Lyubovnitsy",2019,0,4793748,4793748
8713,"Aap Kaa Surroor",2007,0,4791144,4791144
8714,"Into the West",1993,4790801,0,4790801
8715,"Quand J'Etais Chanteur",2006,0,4785410,4785410
8716,"Qi Pa Duo Duo",2018,0,4778869,4778869
8717,"Igby Goes Down",2002,4777465,0,4777465
8718,"El Ciudadano Ilustre",2016,0,4774723,4774723
8719,"Ushijima the Loan Shark Part 3",2016,0,4773629,4773629
8720,"Bee Season",2005,1180560,3592748,4773308
8721,"La Ragazza Nella Nebbia",2017,0,4769802,4769802
8722,"Masa ile Koca Ayi",2015,0,4764908,4764908
8723,"Mansfield Park",1999,4764741,0,4764741
8724,"The Good Mother",1988,4764606,0,4764606
8725,"Force",2011,0,4763946,4763946
8726,"Upin & Ipin: Keris Siamang Tunggal",2018,0,4759000,4759000
8727,"La Leyenda del Chupacabras",2016,0,4758094,4758094
8728,"Gulyay, Vasya!",2017,0,4756578,4756578
8729,"Talk to Me",2007,4526759,229146,4755905
8730,"Delirious",1991,4755853,0,4755853
8731,"The Warriors",2016,0,4754904,4754904
8732,"Atlas Shrugged: Part 1",2011,4752353,0,4752353
8733,"Oggi Sposi",2009,0,4752036,4752036
8734,"The Fall of the Roman Empire",1964,4750000,0,4750000
8735,"Tea Pets",2017,0,4746669,4746669
8736,"Violets Are Blue...",1986,4743287,0,4743287
8737,"Grandview, U.S.A.",1984,4743119,0,4743119
8738,"La finale",2018,0,4742293,4742293
8739,"A Walk on the Moon",1999,4741987,0,4741987
8740,"Le Jeune Karl Marx",2017,125659,4615086,4740745
8741,"Fune Wo Amu",2013,0,4739387,4739387
8742,"This is Spinal Tap",1984,4736202,0,4736202
8743,"An",2015,124800,4610530,4735330
8744,"Confetti",2006,228498,4506731,4735229
8745,"Northmen — A Viking Saga",2015,0,4732232,4732232
8746,"Food, Inc.",2009,4417674,314270,4731944
8747,"Ghost in the Machine",1993,4731273,0,4731273
8748,"Peppa Pig: The Golden Boots",2015,0,4729608,4729608
8749,"Drugstore Cowboy",1989,4729352,0,4729352
8750,"Tao Jie",2013,0,4728896,4728896
8751,"My Summer of Love",2005,1000915,3726460,4727375
8752,"New York",2009,997437,3729842,4727279
8753,"The Other Side of Heaven",2001,4720371,0,4720371
8754,"Kamen Rider 1 Go",2016,0,4717643,4717643
8755,"Your Friends and Neighbors",1998,4714658,0,4714658
8756,"Held Up",2000,4714090,0,4714090
8757,"Miss March",2009,4543320,169739,4713059
8758,"King Naresuan 3",2010,0,4712115,4712115
8759,"King Kong Lives",1986,4711220,0,4711220
8760,"Snezhnaya koroleva. Zazerkale",2018,0,4709032,4709032
8761,"Jeff, Who Lives at Home",2012,4269426,438701,4708127
8762,"Monsutâ sutoraiku the Movie: Hajimari no basho",2016,0,4706057,4706057
8763,"Le père Noël",2014,0,4705457,4705457
8764,"Eve of Destruction",1991,4704884,0,4704884
8765,"Lope",2010,0,4704421,4704421
8766,"Whitney",2018,3026558,1677151,4703709
8767,"Aurore",2017,0,4700666,4700666
8768,"C.H.U.D.",1984,4700000,0,4700000
8769,"Terkel i knibe",2010,161507,4535210,4696717
8770,"Hana ikusa",2017,0,4696006,4696006
8771,"Miller's Crossing",1990,4693759,0,4693759
8772,"True Identity",1991,4693236,0,4693236
8773,"On the Line",2001,4365455,325347,4690802
8774,"Apocalypse Now Redux",2001,4615959,73049,4689008
8775,"National Lampoon's Senior Trip",1995,4686937,0,4686937
8776,"Eddie and the Cruisers",1983,4685097,0,4685097
8777,"Prince",2010,144826,4539840,4684666
8778,"Get Santa",2014,0,4683142,4683142
8779,"What a Wonderful Family!",2017,0,4681992,4681992
8780,"Den Vyborov 2",2016,0,4680617,4680617
8781,"Avenging Force",1986,4679650,0,4679650
8782,"Pi",1998,3221152,1457361,4678513
8783,"My Chauffeur",1986,4676892,0,4676892
8784,"Rogue",2008,10452,4662925,4673377
8785,"Jin Gui Zi",2018,0,4668484,4668484
8786,"Demonic",2015,0,4668109,4668109
8787,"Gilda, no me arrepiento de este amor",2016,0,4663379,4663379
8788,"Evil Under the Sun",1982,4659287,0,4659287
8789,"Killer Joe",2012,1291645,3367465,4659110
8790,"The Hitman",1991,4654288,0,4654288
8791,"Radio Flyer",1992,4651977,0,4651977
8792,"When We Were Kings",1996,2666118,1981488,4647606
8793,"Ek Thi Daayan",2013,0,4647371,4647371
8794,"Japanese Story",2003,647054,4000000,4647054
8795,"Die Teufelskicker",2009,0,4643185,4643185
8796,"Dogman",2018,20506,4619270,4639776
8797,"Papa: Hemingway in Cuba",2016,1115615,3523922,4639537
8798,"Ploey: You Never Fly Alone",2018,0,4638488,4638488
8799,"7 Uczuc",2018,0,4636694,4636694
8800,"Two Faces of My Girlfriend",2007,0,4634831,4634831
8801,"Don't Come Knocking",2006,440793,4192564,4633357
8802,"Brotherhood",2016,0,4632334,4632334
8803,"Let's Go to Prison",2006,4630045,0,4630045
8804,"Mon bébé",2019,0,4623632,4623632
8805,"Buddy Cops",2016,0,4622802,4622802
8806,"No Mercy for the Rude",2006,0,4620791,4620791
8807,"Table 19",2017,3614896,1005503,4620399
8808,"Joe's Apartment",1996,4616355,0,4616355
8809,"Kido Senshi Gandamu NT (Naratibu)",2018,0,4615833,4615833
8810,"Crossing Over",2009,4462332,152012,4614344
8811,"Lovely and Amazing",2002,4210379,403103,4613482
8812,"January Man",1989,4611062,0,4611062
8813,"Longtime Companion",1990,4609953,0,4609953
8814,"Welcome to Collinwood",2002,378650,4227634,4606284
8815,"Where to Invade Next",2016,3827261,777426,4604687
8816,"Don Gato, el inicio de la pandilla",2015,0,4604656,4604656
8817,"Chung fung che",2015,0,4604136,4604136
8818,"Les Boys",1997,4602341,0,4602341
8819,"Eliminators",1986,4601256,0,4601256
8820,"Die Vampirschwestern 2",2014,0,4600126,4600126
8821,"River's Edge",1987,4600000,0,4600000
8822,"Anchors Aweigh",1945,4600000,0,4600000
8823,"Sunset",1988,4595000,0,4595000
8824,"Enemy",2014,1005824,3585010,4590834
8825,"Wang Pai",2014,0,4590000,4590000
8826,"Busco Novio Para Mi Mujer",2016,1741889,2843504,4585393
8827,"Submarine",2011,467602,4114335,4581937
8828,"12",2009,125120,4456241,4581361
8829,"Safari",2009,0,4580625,4580625
8830,"Girl in Progress",2012,2609412,1971122,4580534
8831,"Los Girasoles Ciegos",2008,0,4579058,4579058
8832,"Fire with Fire",1986,4577139,0,4577139
8833,"Conspirators",2013,0,4574135,4574135
8834,"Stealing Beauty",1996,4573330,0,4573330
8835,"Creator",1985,4571788,0,4571788
8836,"Please Give",2010,4033574,536604,4570178
8837,"The Company Men",2011,4444612,125355,4569967
8838,"Flying By",2009,0,4568257,4568257
8839,"No One Killed Jessica",2011,442036,4124767,4566803
8840,"Max Steel",2016,3818664,744416,4563080
8841,"Natale a Londra - Dio salvi la Regina",2016,0,4562806,4562806
8842,"Graffiti Bridge",1990,4562778,0,4562778
8843,"Ma tu di che segno 6?",2014,0,4562701,4562701
8844,"Laurel Canyon",2003,3663356,897794,4561150
8845,"Making the Grade",1984,4561000,0,4561000
8846,"Intermission",2004,889857,3671117,4560974
8847,"Mumford",1999,4559569,0,4559569
8848,"Lilja 4-ever",2003,181655,4375327,4556982
8849,"Tortilla Soup",2001,4447014,107147,4554161
8850,"Dangerous Beauty",1998,4553271,0,4553271
8851,"My Father",2007,0,4545849,4545849
8852,"People: Jet Set 2",2004,0,4545743,4545743
8853,"Jusqu'ici tout va bien",2019,0,4542862,4542862
8854,"Troll",1986,4542346,0,4542346
8855,"Boku no Kanojo wa Maho Tsukai",2019,0,4540085,4540085
8856,"Hope and Glory",1987,4537186,0,4537186
8857,"The Blinky Bill Movie",2015,0,4534854,4534854
8858,"Okuotoko",2018,0,4533658,4533658
8859,"Neol Gi-da-ri-myeo",2016,0,4532668,4532668
8860,"Les Municipaux, ces héros",2018,0,4531635,4531635
8861,"Oro",2017,5539,4522646,4528185
8862,"Buck",2011,4036175,487797,4523972
8863,"The Festival",2018,0,4523842,4523842
8864,"Pat a Mat: Zimní radovánky",2018,0,4519452,4519452
8865,"Italiano medio",2015,0,4518908,4518908
8866,"Nieve Negra",2017,0,4517796,4517796
8867,"Kimi no Manazashi",2017,0,4517524,4517524
8868,"Ladies vs Ricky Bahl",2011,0,4513021,4513021
8869,"Grizzly Man",2005,3178403,1326048,4504451
8870,"Flash of Genius",2008,4442377,61734,4504111
8871,"Gekijouban Mazinger Z",2017,0,4502612,4502612
8872,"Kickin It Old Skool",2007,4500147,0,4500147
8873,"Road to Rio",1947,4500000,0,4500000
8874,"Bus Stop",1956,4500000,0,4500000
8875,"Winchester '73",1950,4500000,0,4500000
8876,"Suspicion",1941,4500000,0,4500000
8877,"The Great Caruso",1951,4500000,0,4500000
8878,"Night Crossing",1982,4500000,0,4500000
8879,"An American in Paris",1951,4500000,0,4500000
8880,"SMS - Sotto mentite spoglie",2007,0,4498707,4498707
8881,"Bound by Honor",1993,4496583,0,4496583
8882,"Diggstown",1992,4495615,0,4495615
8883,"Mees Kees op de planken",2014,0,4495549,4495549
8884,"Coast to Coast",1980,4495445,0,4495445
8885,"The Wall",2017,1803064,2692198,4495262
8886,"Only God Forgives",2013,775849,3718711,4494560
8887,"Die Goldfische",2019,0,4491178,4491178
8888,"Un'Estate Ai Caraibi",2009,0,4487215,4487215
8889,"Flawless",1999,4485485,0,4485485
8890,"Spread",2009,250617,4234319,4484936
8891,"Fen shou zai shuo wo ai ni",2015,0,4480590,4480590
8892,"Dilili à Paris",2018,0,4477741,4477741
8893,"The Haunted House: The Secret of the Cave",2018,0,4471732,4471732
8894,"Abbaneun Ddal",2017,0,4469282,4469282
8895,"Dong-chang-saeng",2013,0,4467956,4467956
8896,"Sore Ike! Anpanman: Kagayake! Kurun to Inochi n…",2018,0,4467225,4467225
8897,"Colossal",2017,3194575,1270826,4465401
8898,"Loose Cannons",1990,4463085,0,4463085
8899,"Joy of Sex",1984,4463000,0,4463000
8900,"Photo de famille",2018,0,4462678,4462678
8901,"Lantana",2001,4460426,0,4460426
8902,"Reality",2012,83736,4371123,4454859
8903,"Geograf globus propil",2013,0,4454853,4454853
8904,"Passchendaele",2008,4452423,904,4453327
8905,"Smeshariki. Dezha vyu",2018,0,4451947,4451947
8906,"Belli di papa'",2015,0,4450839,4450839
8907,"Ying Jiu Fei Hu Dui",2017,0,4447734,4447734
8908,"Italian for Beginners",2002,4447186,0,4447186
8909,"Enes Batur Hayal mi Gerçek mi?",2018,0,4445715,4445715
8910,"Walk on Water",2005,2712736,1730333,4443069
8911,"Eiga Yokai Wotchi Tanjo no Himitsu da Nyan!",2015,0,4437777,4437777
8912,"The Last Word",2017,1779620,2657526,4437146
8913,"Ikimizin Yerine",2016,0,4434937,4434937
8914,"Bad Samaritan",2018,3424744,1009979,4434723
8915,"Song of the Sea",2014,857524,3576850,4434374
8916,"Fist & Faith",2017,0,4433919,4433919
8917,"Love Story 2050",2008,0,4432928,4432928
8918,"D.P.A. Detetives Do Prédio Azul 2 - O Filme",2018,0,4432618,4432618
8919,"Mamma o Papa?",2017,0,4431189,4431189
8920,"Bu Bu Jing Xin",2015,0,4430000,4430000
8921,"Black Beauty",1994,4428830,0,4428830
8922,"Playing God",1997,4166918,261609,4428527
8923,"Bei Jing Shi Jian",2015,0,4428450,4428450
8924,"Sanyang",2016,0,4422347,4422347
8925,"Safety Not Guaranteed",2012,4010957,411361,4422318
8926,"The Conversation",1974,4420000,0,4420000
8927,"Don’t Think Twice",2016,4417983,0,4417983
8928,"Keeping Up with the Steins",2006,4339241,75512,4414753
8929,"Capturing the Friedmans",2003,3117985,1291449,4409434
8930,"Run",1991,4409328,0,4409328
8931,"Tabaluga",2018,0,4409314,4409314
8932,"Inchon",1982,4408636,0,4408636
8933,"Les Aristos",2006,0,4408441,4408441
8934,"McHale's Navy",1997,4408420,0,4408420
8935,"The Tao of Steve",2000,4342203,63827,4406030
